Title,Legislature,Sponsor,Type,Amendments,Document,Reading,Date,Status,Transcript
"St. Joseph’s College Amendment Act, 2023","Legislature 31, Session 1",Lori Sigurdson,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr1.pdf,CF,"on December 7, 2023", SA 2023 c14,
"Community Foundation of Medicine Hat and Southeastern Alberta Amendment Act, 2024*","Legislature 31, Session 1",Justin Wright,Private Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr2.pdf,1R,"Mar 28, 2024 pm",passed; referred to the Standing Committee on Private Bills,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240328_1330_01_han.pdf#page=16
"Community Foundation of Medicine Hat and Southeastern Alberta Amendment Act, 2024*","Legislature 31, Session 1",Justin Wright,Private Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr2.pdf,2R,"May 27, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240527_1930_01_han.pdf#page=5
"Community Foundation of Medicine Hat and Southeastern Alberta Amendment Act, 2024*","Legislature 31, Session 1",Justin Wright,Private Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr2.pdf,CW,"May 28, 2024 eve",passed with amendments,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=13
"Community Foundation of Medicine Hat and Southeastern Alberta Amendment Act, 2024*","Legislature 31, Session 1",Justin Wright,Private Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr2.pdf,3R,"May 28, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=33
"Community Foundation of Medicine Hat and Southeastern Alberta Amendment Act, 2024*","Legislature 31, Session 1",Justin Wright,Private Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr2.pdf,RA,"May 30, 2024",outside of House sitting,
"Community Foundation of Medicine Hat and Southeastern Alberta Amendment Act, 2024*","Legislature 31, Session 1",Justin Wright,Private Bills,Yes,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr2.pdf,CF,"May 30, 2024",,
"Providence Renewal Centre Amendment Act, 2024","Legislature 31, Session 1",Calahoo Stonehouse,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr3.pdf,1R,"Mar 28, 2024 pm",passed; referred to the Standing Committee on Private Bills,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240328_1330_01_han.pdf#page=16
"Providence Renewal Centre Amendment Act, 2024","Legislature 31, Session 1",Calahoo Stonehouse,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr3.pdf,2R,"May 27, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240527_1930_01_han.pdf#page=5
"Providence Renewal Centre Amendment Act, 2024","Legislature 31, Session 1",Calahoo Stonehouse,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr3.pdf,CW,"May 28, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=13
"Providence Renewal Centre Amendment Act, 2024","Legislature 31, Session 1",Calahoo Stonehouse,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr3.pdf,3R,"May 28, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=33
"Providence Renewal Centre Amendment Act, 2024","Legislature 31, Session 1",Calahoo Stonehouse,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr3.pdf,RA,"May 30, 2024",outside of House sitting,
"Providence Renewal Centre Amendment Act, 2024","Legislature 31, Session 1",Calahoo Stonehouse,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr3.pdf,CF,"May 30, 2024",,
"Rosebud School of the Arts Amendment Act, 2024","Legislature 31, Session 1",Petrovic,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr4.pdf,1R,"Mar 28, 2024 pm",passed; referred to the Standing Committee on Private Bills,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240328_1330_01_han.pdf#page=16
"Rosebud School of the Arts Amendment Act, 2024","Legislature 31, Session 1",Petrovic,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr4.pdf,2R,"May 27, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240527_1930_01_han.pdf#page=5
"Rosebud School of the Arts Amendment Act, 2024","Legislature 31, Session 1",Petrovic,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr4.pdf,CW,"May 28, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=13
"Rosebud School of the Arts Amendment Act, 2024","Legislature 31, Session 1",Petrovic,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr4.pdf,3R,"May 28, 2024 eve",passed,https://docs.assembly.ab.ca/LADDAR_files/docs/hansards/han/legislature_31/session_1/20240528_1930_01_han.pdf#page=33
"Rosebud School of the Arts Amendment Act, 2024","Legislature 31, Session 1",Petrovic,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr4.pdf,RA,"May 30, 2024",outside of House sitting,
"Rosebud School of the Arts Amendment Act, 2024","Legislature 31, Session 1",Petrovic,Private Bills,No,https://docs.assembly.ab.ca/LADDAR_files/docs/bills/bill/legislature_31/session_1/20230530_bill-Pr4.pdf,CF,"May 30, 2024",,
